Polarity (XLogP3), Viscosity (cP), Boiling Point (K), Surface Tension (mN/m), Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
0.7,0.423,350.372,24,9.78073167,1.564112966,4.144372621,1.009730135
0.7,0.423,350.372,24,5.092802895,1.500865293,2.266479136,0.995990685
0.7,0.423,350.372,24,2.033525347,1.481628109,1.708102835,0.689353122
0.7,0.423,350.372,24,2.989093246,1.501113572,1.948748149,0.695704486
0.7,0.423,350.372,24,4.770037095,1.474139548,2.472067279,0.952118752
0.7,0.423,350.372,24,0.881893968,1.314565432,1.196379845,0.605558951
0.7,0.423,350.372,24,0.11583331,1.466697667,1.023613233,0.345975718
0.7,0.423,350.372,24,0.309222599,1.3136517,1.024532439,0.399067071
0.7,0.423,350.372,24,0.77501933,1.31,1.255973029,0.633153238
0.7,0.423,350.372,24,1.073242232,1.311239162,1.32096213,0.633885284
0.7,0.423,350.372,24,2.019208814,1.479251317,1.673779317,0.691976454
0.7,0.423,350.372,24,5.017089444,1.483236325,2.560724571,0.986813827
0.7,0.423,350.372,24,0.251186588,1.469665726,1.089370076,0.355327917
0.7,0.423,350.372,24,0.517760538,1.448938442,0.994731394,0.376380936
0.7,0.423,350.372,24,10,1.58,3.709079234,1.08
0.7,0.423,350.372,24,0.1,1.329388878,0.65,0.388087485
0.7,0.423,350.372,24,4.903313713,1.498509154,2.250278069,0.942513236
0.7,0.423,350.372,24,2.29423542,1.505622558,1.77494712,0.68175781
0.7,0.423,350.372,24,1.16416927,1.332040614,1.32154611,0.619025218
0.7,0.423,350.372,24,9.92009795,1.578395519,3.602712703,1.06677984
0.7,0.423,350.372,24,5.288091226,1.507592914,2.379080164,0.958246143
0.7,0.423,350.372,24,5.035078629,1.497738956,2.253378544,0.998419588
0.7,0.423,350.372,24,5.015113671,1.495916567,2.235579173,0.985144632
0.7,0.423,350.372,24,5.072948421,1.507735482,2.323208111,0.932952231
0.7,0.423,350.372,24,0.460936412,1.336821105,0.960960655,0.423363112
0.7,0.423,350.372,24,1.162613103,1.334728714,1.317388049,0.615169068
0.7,0.423,350.372,24,0.1,1.313403598,0.928437019,0.445197307
0.7,0.423,350.372,24,0.1,1.441368922,0.861944523,0.340317825
0.7,0.423,350.372,24,0.229782407,1.315757919,0.698994634,0.350690575
0.7,0.423,350.372,24,0.113286206,1.459514299,0.84171455,0.305633927
0.7,0.423,350.372,24,4.958139378,1.479966583,2.552193467,0.976636965
0.7,0.423,350.372,24,5.148950301,1.506108474,2.325773812,0.953647863
0.7,0.423,350.372,24,0.113852086,1.443412115,0.991842275,0.3087945
0.7,0.423,350.372,24,0.123975799,1.445538874,0.883261183,0.341872687
0.7,0.423,350.372,24,0.331027143,1.468305757,1.142719057,0.350647734
0.7,0.423,350.372,24,4.907135924,1.501594646,2.23190555,0.979333904
0.7,0.423,350.372,24,0.166270129,1.441048313,0.908771806,0.359095436
0.7,0.423,350.372,24,9.892033678,1.578114236,3.606506548,1.052295775
0.7,0.423,350.372,24,0.363372794,1.482301453,1.5020445,0.25
0.7,0.423,350.372,24,0.271358576,1.47539599,1.47813939,0.25
0.7,0.423,350.372,24,1.194003564,1.334699878,1.341444031,0.608036772
0.7,0.423,350.372,24,10,1.571556361,4.21,1.037665191
0.7,0.423,350.372,24,2.026280196,1.501576992,1.697843864,0.663771376
0.7,0.423,350.372,24,4.960457537,1.477258194,2.549997412,0.984249369
0.7,0.423,350.372,24,9.887061574,1.579653431,3.603780837,1.053129731
0.7,0.423,350.372,24,0.403452781,1.467591958,1.123926409,0.373998853
0.7,0.423,350.372,24,4.968599228,1.500681372,2.248257351,0.982530515
0.7,0.423,350.372,24,0.356535098,1.472334046,1.139697626,0.356988658
0.7,0.423,350.372,24,0.305029184,1.448998204,0.943276026,0.34785888
0.7,0.423,350.372,24,0.172822892,1.443985044,0.921516531,0.359280458
0.7,0.423,350.372,24,2.053920701,1.500780292,1.74958316,0.663740405
0.7,0.423,350.372,24,2.050414488,1.501513624,1.710350401,0.656667677
0.7,0.423,350.372,24,0.345742601,1.478131035,1.158107539,0.354385237
0.7,0.423,350.372,24,0.145866548,1.447133693,0.903802138,0.351358978
0.7,0.423,350.372,24,9.88130341,1.566099632,4.172941024,1.028608566
0.7,0.423,350.372,24,5.267328779,1.486362516,2.625240243,1.014606951
0.7,0.423,350.372,24,0.18653625,1.467053539,1.083066867,0.352646371
0.7,0.423,350.372,24,10,1.58,3.68036808,1.08
0.7,0.423,350.372,24,2.010410517,1.502684584,1.732056327,0.677030022
0.7,0.423,350.372,24,0.216746064,1.312053655,0.689011305,0.345579136
0.7,0.423,350.372,24,9.913991216,1.576966488,3.596443699,1.067673619
0.7,0.423,350.372,24,0.426873364,1.331126434,0.960299048,0.424077347
0.7,0.423,350.372,24,0.198727116,1.438968204,0.992910993,0.33031568
0.7,0.423,350.372,24,0.990519414,1.326071493,1.237568576,0.601114785
0.7,0.423,350.372,24,0.28212011,1.315340267,0.711709868,0.360712934
0.7,0.423,350.372,24,9.903102639,1.577802519,3.480123878,1.06513272
0.7,0.423,350.372,24,0.210874181,1.323400675,1.007468183,0.457500399
0.7,0.423,350.372,24,0.1,1.47084368,1.021262703,0.335169005
0.7,0.423,350.372,24,0.459330224,1.474678035,1.523991477,0.257357238
0.7,0.423,350.372,24,0.452969289,1.473939006,1.151180999,0.378418387
0.7,0.423,350.372,24,10,1.574580174,4.21,1.041385743
0.7,0.423,350.372,24,1.965436967,1.505274835,1.681283211,0.653963816
0.7,0.423,350.372,24,1.002209574,1.321284628,1.228723604,0.611128998
0.7,0.423,350.372,24,0.974937969,1.324645323,1.265203421,0.594261994
0.7,0.423,350.372,24,0.742557663,1.325629189,1.211443402,0.582036543
0.7,0.423,350.372,24,5.084187587,1.4955962,2.252382059,1.010023113
0.7,0.423,350.372,24,0.1,1.318992994,0.962335226,0.456623367
0.7,0.423,350.372,24,0.1,1.459984808,0.827091039,0.29912193
0.7,0.423,350.372,24,0.1,1.437924776,0.815797039,0.328793265
0.7,0.423,350.372,24,0.539860449,1.441431266,1.094549858,0.349435095
0.7,0.423,350.372,24,0.712222611,1.31,1.24281665,0.614835353
0.7,0.423,350.372,24,0.396207004,1.467555476,1.439937173,0.25
0.7,0.423,350.372,24,0.1,1.457105795,0.836830008,0.306092562
0.7,0.423,350.372,24,0.177536173,1.440726535,0.909431596,0.359853101
0.7,0.423,350.372,24,1.97891645,1.498747647,1.686853984,0.662598653
0.7,0.423,350.372,24,0.478169248,1.479842565,1.447103396,0.283019435
0.7,0.423,350.372,24,1.114167871,1.313500681,1.358922977,0.650340567
0.7,0.423,350.372,24,0.156858151,1.432279516,0.983786511,0.32494968
0.7,0.423,350.372,24,4.985041101,1.504007065,2.284546124,0.940302456
0.7,0.423,350.372,24,0.291871519,1.471542888,1.106547111,0.406579533
0.7,0.423,350.372,24,2.422339282,1.486706146,1.799589874,0.722377921
0.7,0.423,350.372,24,1.927561107,1.503423272,1.720751189,0.658907418
0.7,0.423,350.372,24,0.1,1.31,0.923519748,0.374772251
0.7,0.423,350.372,24,0.915571098,1.486605197,1.632030565,0.298496478
0.7,0.423,350.372,24,4.892099402,1.502005623,2.252938431,0.925696602
0.7,0.423,350.372,24,1.973584995,1.501849559,1.684092005,0.653884052
0.7,0.423,350.372,24,9.97048657,1.575520592,3.628935439,1.05981705
0.7,0.423,350.372,24,0.184077143,1.311118869,0.997583067,0.38690821
0.7,0.423,350.372,24,0.240344991,1.313434566,1.02127893,0.390330683
0.7,0.423,350.372,24,0.237679608,1.314882378,0.689071622,0.342433923
0.7,0.423,350.372,24,0.312396158,1.472849191,1.130336137,0.399546417
0.7,0.423,350.372,24,0.1,1.458915709,0.813125121,0.287960199
0.7,0.423,350.372,24,3.055678918,1.475313053,1.988367809,0.72433841
0.7,0.423,350.372,24,0.52087464,1.471287643,1.168564954,0.423877564
0.7,0.423,350.372,24,2.264395173,1.483400301,1.748907785,0.720521621
0.7,0.423,350.372,24,0.1,1.441195607,0.964298857,0.31282394
0.7,0.423,350.372,24,2.753658905,1.492151843,1.881969504,0.681688879
0.7,0.423,350.372,24,4.952633763,1.496804483,2.230813752,0.988845344
0.7,0.423,350.372,24,2.145898479,1.494605389,1.711422455,0.676276029
0.7,0.423,350.372,24,0.485325323,1.470973124,1.480182295,0.25
0.7,0.423,350.372,24,0.1,1.437785247,1.006792879,0.300481364
0.7,0.423,350.372,24,0.240677328,1.320392907,1.022292516,0.467987206
0.7,0.423,350.372,24,1.142319795,1.326456719,1.276133752,0.618508237
0.7,0.423,350.372,24,0.201157148,1.31,1.002484271,0.388066583
0.7,0.423,350.372,24,3.034925063,1.477173546,1.985779091,0.725929057
0.7,0.423,350.372,24,0.473604563,1.477114567,1.461572158,0.291193137
0.7,0.423,350.372,24,2.08581802,1.501171437,1.710996021,0.666091837
0.7,0.423,350.372,24,1.794754227,1.475906518,1.623544578,0.683830339
0.7,0.423,350.372,24,1.012765211,1.313025423,1.221418976,0.629608486
0.7,0.423,350.372,24,3.128598466,1.499889049,1.878148847,0.747801083
0.7,0.423,350.372,24,9.799048528,1.575181752,3.451659054,1.053929255
0.7,0.423,350.372,24,0.1,1.436855734,0.967591441,0.298154542
0.7,0.423,350.372,24,2.819701557,1.498849245,1.781252399,0.732866862
0.7,0.423,350.372,24,0.24532262,1.471881919,1.385602296,0.280348531
0.7,0.423,350.372,24,0.296763193,1.472609909,1.09627632,0.357291994
0.7,0.423,350.372,24,0.427246657,1.474900662,1.491757901,0.257576896
0.7,0.423,350.372,24,0.1,1.31,0.952147462,0.377074754
0.7,0.423,350.372,24,2.927462745,1.502995554,1.939034551,0.698976018
0.7,0.423,350.372,24,0.887836108,1.318084916,1.189354795,0.59811219
0.7,0.423,350.372,24,4.961094743,1.477032763,2.524377887,0.969601297
0.7,0.423,350.372,24,0.1,1.450269129,0.75118554,0.274862535
0.7,0.423,350.372,24,0.1,1.441752217,0.814923076,0.322349905
0.7,0.423,350.372,24,3.095341896,1.503822434,1.96677509,0.704806673
0.7,0.423,350.372,24,4.759799568,1.503086097,2.178864791,0.960387573
0.7,0.423,350.372,24,0.84553914,1.31249938,1.190720361,0.613670378
0.7,0.423,350.372,24,0.429382512,1.464605142,1.4332025,0.25
0.7,0.423,350.372,24,0.45304052,1.467113175,1.465389665,0.25
0.7,0.423,350.372,24,2.047956637,1.499916201,1.742242958,0.677560781
0.7,0.423,350.372,24,2.001857471,1.482779485,1.691985349,0.681315296
0.7,0.423,350.372,24,0.1,1.42370139,0.895913993,0.307577822
0.7,0.423,350.372,24,10,1.574367318,4.21,1.033908409
0.7,0.423,350.372,24,1.17808105,1.314767366,1.373831315,0.661941285
0.7,0.423,350.372,24,1.017096794,1.329377984,1.275853098,0.605360032
0.7,0.423,350.372,24,0.433620731,1.31326282,1.074052975,0.394657255
0.7,0.423,350.372,24,0.241768817,1.469722843,1.090897723,0.412237696
0.7,0.423,350.372,24,2.990174743,1.498557218,1.945435636,0.688767894
0.7,0.423,350.372,24,0.1,1.460937845,0.816871363,0.294534823
0.7,0.423,350.372,24,0.444378521,1.477760638,1.166783854,0.411470194
0.7,0.423,350.372,24,0.21445428,1.466853409,1.076946342,0.392123932
0.7,0.423,350.372,24,0.158259527,1.31,0.964623451,0.384642175
0.7,0.423,350.372,24,0.134822031,1.445903613,0.882229277,0.341625716
0.7,0.423,350.372,24,3.046417273,1.480079996,2.008745197,0.718745547
0.7,0.423,350.372,24,3.048599037,1.480115053,1.999428599,0.706618224
0.7,0.423,350.372,24,0.1,1.435850581,0.842625452,0.343171231
0.7,0.423,350.372,24,5.17762062,1.500501619,2.328920791,0.950176257
0.7,0.423,350.372,24,0.454739091,1.477024195,1.449114886,0.283875228
0.7,0.423,350.372,24,1.150165106,1.332036922,1.315889573,0.605345371
2.7,0.68,350.372,29.46,0.540922609,1.593120221,0.86,0.475659899
2.7,0.68,350.372,29.46,0.0025,1.604733167,0.553401454,0.36764764
2.7,0.68,350.372,29.46,49.98395943,1.344739682,0.833679939,0.663892195
2.7,0.68,350.372,29.46,40.0630415,1.456888265,0.852600594,0.859209671
2.7,0.68,350.372,29.46,0.602057523,1.443530735,0.805005496,0.49233924
2.7,0.68,350.372,29.46,0.0025,1.566047076,0.534669763,0.440211968
2.7,0.68,350.372,29.46,0.0025,1.598433292,0.86,0.470036542
2.7,0.68,350.372,29.46,0.399048303,1.552076541,0.54116079,0.445478353
2.7,0.68,350.372,29.46,0.0025,1.555693958,0.76076627,0.452325056
2.7,0.68,350.372,29.46,1.391210917,1.24495893,0.595698949,0.33929802
2.7,0.68,350.372,29.46,2.209607229,1.252298096,0.59975844,0.343908708
2.7,0.68,350.372,29.46,0.12140347,1.571187276,0.724371569,0.483600314
2.7,0.68,350.372,29.46,0.748179305,1.599444341,0.783699628,0.606647384
2.7,0.68,350.372,29.46,8.608809282,1.450110843,0.742690964,0.638738124
2.7,0.68,350.372,29.46,0.0025,1.579655701,0.715509276,0.482525136
2.7,0.68,350.372,29.46,0.0025,1.350340514,0.744733696,0.453891805
2.7,0.68,350.372,29.46,0.689029519,1.553893952,0.761127028,0.46191098
2.7,0.68,350.372,29.46,0.824135514,1.497583643,0.527247916,0.436769891
2.7,0.68,350.372,29.46,0.0025,1.574399297,0.717526508,0.479100706
2.7,0.68,350.372,29.46,39.59208898,1.451595263,0.851342331,0.69812716
2.7,0.68,350.372,29.46,0.46109713,1.595243997,0.559817787,0.389167195
2.7,0.68,350.372,29.46,0.0025,1.61,0.773808189,0.463664397
2.7,0.68,350.372,29.46,0.46398337,1.502076256,0.53478201,0.443957922
2.7,0.68,350.372,29.46,0.0025,1.57011363,0.520924419,0.428352119
2.7,0.68,350.372,29.46,0.0025,1.595720447,0.646903374,0.32935169
2.7,0.68,350.372,29.46,1.638956776,1.458591143,0.637385617,0.35191694
2.7,0.68,350.372,29.46,0.0025,1.550067176,0.752407404,0.451694491
2.7,0.68,350.372,29.46,40.80226759,1.438093699,0.854486394,0.703990058
2.7,0.68,350.372,29.46,0.0025,1.541894628,0.617886664,0.433280496
2.7,0.68,350.372,29.46,50,1.48980146,0.808007813,0.633613995
2.7,0.68,350.372,29.46,0.0025,1.572579379,0.627432137,0.471066143
2.7,0.68,350.372,29.46,10.79730596,1.461012288,0.769585075,0.622897387
2.7,0.68,350.372,29.46,0.0025,1.605178152,0.565779498,0.379274265
2.7,0.68,350.372,29.46,0.608897812,1.547711883,0.52,0.38568084
2.7,0.68,350.372,29.46,50,1.354742101,0.840260107,0.678613621
2.7,0.68,350.372,29.46,50,1.443275306,0.82165529,0.637440554
2.7,0.68,350.372,29.46,49.22386056,1.478593586,0.794296782,0.673561841
2.7,0.68,350.372,29.46,41.01772356,1.449443113,0.853073439,0.700994702
2.7,0.68,350.372,29.46,0.0025,1.349390733,0.743754751,0.45807518
2.7,0.68,350.372,29.46,0.374377024,1.61,0.7884551,0.525989444
2.7,0.68,350.372,29.46,49.07857385,1.476892398,0.805979791,0.675472826
2.7,0.68,350.372,29.46,0.900530994,1.243203253,0.786908485,0.406630816
2.7,0.68,350.372,29.46,0.0025,1.569972273,0.526502571,0.439586185
2.7,0.68,350.372,29.46,0.065613515,1.243060567,0.662373353,0.2
2.7,0.68,350.372,29.46,1.757606166,1.598724988,0.86,0.479001074
2.7,0.68,350.372,29.46,1.249379349,1.569484808,0.522800546,0.390409894
2.7,0.68,350.372,29.46,0.424346735,1.258898387,0.622698959,0.459439752
2.7,0.68,350.372,29.46,0.0025,1.562190576,0.623319617,0.438082604
2.7,0.68,350.372,29.46,39.63415948,1.209603248,0.774039459,0.593889503
2.7,0.68,350.372,29.46,50,1.486632276,0.802143417,0.662067093
2.7,0.68,350.372,29.46,0.822292628,1.258234609,0.671931967,0.206196955
2.7,0.68,350.372,29.46,0.0025,1.562640366,0.598999222,0.442962083
2.7,0.68,350.372,29.46,0.0025,1.499190396,0.530940826,0.43176978
2.7,0.68,350.372,29.46,0.034244812,1.556956713,0.52852131,0.432931742
2.7,0.68,350.372,29.46,0.538755077,1.61,0.571520699,0.391170846
2.7,0.68,350.372,29.46,49.78627522,1.451823473,0.8300635,0.635157525
2.7,0.68,350.372,29.46,0.18639333,1.251283967,0.791664976,0.413661232
2.7,0.68,350.372,29.46,39.18538278,1.449444195,0.840367299,0.689890701
2.7,0.68,350.372,29.46,0.551317639,1.457017092,0.798129621,0.48885016
2.7,0.68,350.372,29.46,47.94991824,1.452073856,0.817647258,0.624664961
2.7,0.68,350.372,29.46,0.0025,1.61,0.779010798,0.585835323
2.7,0.68,350.372,29.46,42.03285659,1.2,0.782255146,0.614205356
2.7,0.68,350.372,29.46,2.77605546,1.548573377,0.538278018,0.403715862
2.7,0.68,350.372,29.46,1.750439908,1.591405802,0.784738885,0.61007927
2.7,0.68,350.372,29.46,50,1.487045866,0.800837446,0.655868107
2.7,0.68,350.372,29.46,9.772608326,1.448691584,0.750139982,0.646728075
2.7,0.68,350.372,29.46,0.465192084,1.255596866,0.62259865,0.46534223
2.7,0.68,350.372,29.46,0.055749017,1.49992424,0.526950387,0.440019356
2.7,0.68,350.372,29.46,0.0025,1.313106355,0.637219326,0.396949009
2.7,0.68,350.372,29.46,9.271486211,1.454203893,0.762392518,0.618418323
2.7,0.68,350.372,29.46,0.473407424,1.238503608,0.625427553,0.464088618
2.7,0.68,350.372,29.46,0.0025,1.608672562,0.5571659,0.374642648
2.7,0.68,350.372,29.46,0.0025,1.569778202,0.52,0.378496591
2.7,0.68,350.372,29.46,1.419877877,1.541988374,0.613492039,0.464459504
2.7,0.68,350.372,29.46,40.28259441,1.447271291,0.84307128,0.698636901
2.7,0.68,350.372,29.46,1.749153475,1.598019158,0.789577196,0.637279724
2.7,0.68,350.372,29.46,0.841451793,1.593565519,0.668030655,0.23297058
2.7,0.68,350.372,29.46,0.656278576,1.60989515,0.787746587,0.609289906
2.7,0.68,350.372,29.46,41.66498702,1.200216781,0.78994992,0.609811276
2.7,0.68,350.372,29.46,0.113533302,1.605584106,0.644504635,0.336811074
2.7,0.68,350.372,29.46,50,1.457696219,0.837957741,0.65920391
2.7,0.68,350.372,29.46,50,1.351914219,0.829524736,0.666395943
2.7,0.68,350.372,29.46,0.0025,1.448471292,0.802533788,0.489288952
2.7,0.68,350.372,29.46,39.33270999,1.2,0.777445982,0.590415772
2.7,0.68,350.372,29.46,0.0025,1.562895975,0.762897997,0.451932651
2.7,0.68,350.372,29.46,7.81243663,1.455173678,0.742342023,0.640733798
2.7,0.68,350.372,29.46,1.548044249,1.554899275,0.532533036,0.446722379
2.7,0.68,350.372,29.46,0.0025,1.561412915,0.52,0.388086609
2.7,0.68,350.372,29.46,39.45490282,1.465860448,0.86,0.7413372
2.7,0.68,350.372,29.46,0.226289619,1.571338335,0.52,0.379075121
2.7,0.68,350.372,29.46,49.85438213,1.452593927,0.83404082,0.637533775
2.7,0.68,350.372,29.46,0.0025,1.579356706,0.71658209,0.476268807
2.7,0.68,350.372,29.46,0.208147838,1.564940464,0.610965781,0.467442614
2.7,0.68,350.372,29.46,0.83300712,1.553985329,0.625700023,0.455907336
2.7,0.68,350.372,29.46,39.80412593,1.447883021,0.86,0.738085623
2.7,0.68,350.372,29.46,10.10299672,1.457957576,0.733507846,0.63366805
2.7,0.68,350.372,29.46,0.0025,1.607378458,0.556151831,0.374077736
2.7,0.68,350.372,29.46,50,1.340851734,0.820269115,0.654994581
2.7,0.68,350.372,29.46,39.54958116,1.463522837,0.86,0.74024369
2.7,0.68,350.372,29.46,0.728222039,1.250329063,0.525104803,0.392350845
2.7,0.68,350.372,29.46,0.0025,1.551476744,0.623096432,0.439483765
2.7,0.68,350.372,29.46,0.597574136,1.247605266,0.781240762,0.405394714
2.7,0.68,350.372,29.46,0.0025,1.244828831,0.656033469,0.2
2.7,0.68,350.372,29.46,0.0025,1.575615952,0.716518437,0.477713731
2.7,0.68,350.372,29.46,1.042408876,1.256661621,0.523838515,0.402395975
2.7,0.68,350.372,29.46,40.08795611,1.444680283,0.847456017,0.692190571
2.7,0.68,350.372,29.46,0.0025,1.449056707,0.800396193,0.493791221
2.7,0.68,350.372,29.46,0.0025,1.574417029,0.710568674,0.473279627
2.7,0.68,350.372,29.46,1.374847611,1.238846041,0.603262004,0.33663773
2.7,0.68,350.372,29.46,49.4902693,1.474139298,0.79493083,0.676376832
2.7,0.68,350.372,29.46,0.0025,1.562307574,0.531037296,0.395566169
2.7,0.68,350.372,29.46,0.0025,1.441343101,0.803226248,0.48741006
2.7,0.68,350.372,29.46,1.164135106,1.61,0.793422173,0.60717663
2.7,0.68,350.372,29.46,1.962690679,1.61,0.797669706,0.613078709
2.7,0.68,350.372,29.46,1.077519018,1.593216813,0.655073493,0.344958871
2.7,0.68,350.372,29.46,0.32469766,1.24438697,0.553772863,0.37879853
2.7,0.68,350.372,29.46,8.933199604,1.458762141,0.754646586,0.621075559
2.7,0.68,350.372,29.46,1.30592531,1.592452854,0.86,0.473453811
2.7,0.68,350.372,29.46,9.728509246,1.451556139,0.741822275,0.638739891
2.7,0.68,350.372,29.46,1.040691223,1.601399216,0.573493058,0.404468167
2.7,0.68,350.372,29.46,0.312980975,1.258558327,0.781539886,0.405401569
2.7,0.68,350.372,29.46,0.445787367,1.249025849,0.666263049,0.2
2.7,0.68,350.372,29.46,0.0025,1.455345188,0.802034934,0.490330186
2.7,0.68,350.372,29.46,1.726709679,1.453223013,0.637718589,0.352253292
2.7,0.68,350.372,29.46,0.0025,1.61,0.764551754,0.610159289
2.7,0.68,350.372,29.46,1.352120507,1.603588229,0.651782725,0.34030307
2.7,0.68,350.372,29.46,47.16967469,1.460887503,0.830304684,0.641394757
2.7,0.68,350.372,29.46,0.0025,1.563684107,0.751143456,0.44325496
2.7,0.68,350.372,29.46,0.104974151,1.569323866,0.72387604,0.48346358
2.7,0.68,350.372,29.46,0.888071056,1.604776574,0.796210585,0.541005432
2.7,0.68,350.372,29.46,0.0025,1.605893155,0.792367445,0.596122648
2.7,0.68,350.372,29.46,41.34027073,1.445243984,0.86,0.710100685
2.7,0.68,350.372,29.46,10.24653887,1.459322522,0.74966192,0.648614712
2.7,0.68,350.372,29.46,0.0025,1.553445841,0.75150907,0.45756981
2.7,0.68,350.372,29.46,0.0025,1.577883641,0.617643315,0.460442011
2.7,0.68,350.372,29.46,0.0025,1.607301902,0.78498357,0.590357756
2.7,0.68,350.372,29.46,0.0025,1.249377501,0.52,0.384886105
2.7,0.68,350.372,29.46,0.774850723,1.61,0.794371397,0.607410069
2.7,0.68,350.372,29.46,0.532999227,1.61,0.791141491,0.532525847
2.7,0.68,350.372,29.46,49.28058444,1.444686723,0.821520582,0.628742081
2.7,0.68,350.372,29.46,39.9325193,1.202172321,0.780061455,0.597060789
2.7,0.68,350.372,29.46,0.86943342,1.353288668,0.752626354,0.462419768
2.7,0.68,350.372,29.46,0.526100718,1.250377418,0.52,0.389629879
2.7,0.68,350.372,29.46,0.275173512,1.244050535,0.561555938,0.384730161
2.7,0.68,350.372,29.46,1.290697269,1.565813252,0.613864926,0.469137316
2.7,0.68,350.372,29.46,37.69917464,1.2,0.769932354,0.581575062
2.7,0.68,350.372,29.46,0.932055921,1.61,0.857714728,0.470116177
2.7,0.68,350.372,29.46,0.239789676,1.57964264,0.625732853,0.471553423
2.7,0.68,350.372,29.46,2.238849079,1.237153982,0.670258297,0.202678886
2.7,0.68,350.372,29.46,49.5029785,1.355780983,0.829449685,0.651706644
